Sample	Taxonomy	Count
FrozenWWsample	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Flavobacteriales(1.00),f:Weeksellaceae(1.00),g:Bergeyella(0.63),s:uncultured bacterium(0.39)	2
FrozenWWsample	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Flavobacteriales(1.00),f:Weeksellaceae(1.00),g:Chryseobacterium(0.97),s:Chryseobacterium sp.(0.41)	2
FrozenWWsample	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Flavobacteriales(1.00),f:Weeksellaceae(1.00),g:Chryseobacterium(1.00),s:Chryseobacterium ginsenosidimutans(0.04)	2
FrozenWWsample	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Bacteroidia(1.00),o:Flavobacteriales(1.00),f:Weeksellaceae(1.00),g:Chryseobacterium(1.00),s:uncultured Bacteroidetes bacterium(1.00)	2
FrozenWWsample	k:Bacteria(1.00),p:Bacteroidota(1.00),c:Ignavibacteria(1.00),o:SJA-28(1.00),f:uncultured bacterium(0.02)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.59),c:Campylobacteria(0.59),o:Campylobacterales(0.59),f:Arcobacteraceae(0.59),g:uncultured(0.61),s:uncultured bacterium(0.59)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.63),c:Campylobacteria(0.63),o:Campylobacterales(0.63),f:Arcobacteraceae(0.42),g:Pseudarcobacter(0.41),s:Arcobacter cibarius(0.25)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.68),c:Campylobacteria(0.68),o:Campylobacterales(0.68),f:Arcobacteraceae(0.68),g:Poseidonibacter(0.11),s:uncultured bacterium(0.50)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.74),c:Campylobacteria(0.74),o:Campylobacterales(0.74),f:Arcobacteraceae(0.74),g:Halarcobacter(0.23),s:uncultured bacterium(0.46)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.82),c:Campylobacteria(0.82),o:Campylobacterales(0.82),f:Arcobacteraceae(0.79),g:uncultured Arcobacter sp.(0.40)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.85),c:Campylobacteria(0.85),o:Campylobacterales(0.85),f:Arcobacteraceae(0.85),g:Poseidonibacter(0.34),s:uncultured bacterium(0.53)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.87),c:Campylobacteria(0.87),o:Campylobacterales(0.87),f:Arcobacteraceae(0.87),g:Pseudarcobacter(0.27),s:uncultured bacterium(0.52)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.90),c:Campylobacteria(0.90),o:Campylobacterales(0.90),f:Sulfurospirillaceae(0.90),g:Sulfurospirillum(0.90),s:uncultured bacterium(0.37)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.93),c:Campylobacteria(0.93),o:Campylobacterales(0.93),f:Arcobacteraceae(0.93),g:Halarcobacter(0.51),s:uncultured bacterium(0.73)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.96),c:Campylobacteria(0.96),o:Campylobacterales(0.96),f:Arcobacteraceae(0.95),g:uncultured(0.39),s:uncultured bacterium(0.43)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.98),c:Campylobacteria(0.98),o:Campylobacterales(0.98),f:Sulfurospirillaceae(0.96),g:Sulfurospirillum(0.96),s:uncultured bacterium(0.59)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.99),c:Campylobacteria(0.99),o:Campylobacterales(0.99),f:Arcobacteraceae(0.94),g:uncultured(0.74),s:uncultured bacterium(0.73)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.99),c:Campylobacteria(0.99),o:Campylobacterales(0.99),f:Arcobacteraceae(0.95),g:uncultured(0.93),s:uncultured bacterium(0.80)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(0.99),c:Campylobacteria(0.99),o:Campylobacterales(0.99),f:Arcobacteraceae(0.99),g:uncultured(0.17),s:uncultured bacterium(0.87)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(0.75),g:uncultured(0.58),s:uncultured prokaryote(0.30)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:Arcobacter(0.60),s:Arcobacter sp. R-28214(0.53)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:Arcobacter(0.88),s:Arcobacter cryaerophilus(0.10)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:Pseudarcobacter(0.90),s:uncultured bacterium(0.90)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:Pseudarcobacter(0.97),s:uncultured Arcobacter sp.(0.61)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Arcobacteraceae(1.00),g:uncultured bacterium(0.12)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Sulfurospirillaceae(0.87),g:Sulfurospirillum(0.87),s:uncultured bacterium(0.25)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Sulfurospirillaceae(0.95),g:Sulfurospirillum(0.95),s:uncultured bacterium(0.45)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Sulfurospirillaceae(0.98),g:Sulfurospirillum(0.98),s:uncultured Epsilonproteobacteria bacterium(0.62)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Sulfurospirillaceae(0.99),g:Sulfurospirillum(0.99),s:Campylobacter sp. DSM 806(0.42)	2
FrozenWWsample	k:Bacteria(1.00),p:Campylobacterota(1.00),c:Campylobacteria(1.00),o:Campylobacterales(1.00),f:Sulfurospirillaceae(1.00),g:Sulfurospirillum(1.00),s:uncultured Epsilonproteobacteria bacterium(0.36)	2
FrozenWWsample	k:Bacteria(1.00),p:Cyanobacteria(0.02),c:Cyanobacteriia(0.02),o:Chloroplast(0.02),f:Azolla filiculoides(0.02)	2
FrozenWWsample	k:Bacteria(1.00),p:Cyanobacteria(0.99),c:Vampirivibrionia(0.99),o:Gastranaerophilales(0.99),f:uncultured bacterium(0.87)	2
FrozenWWsample	k:Bacteria(1.00),p:Cyanobacteria(1.00),c:Vampirivibrionia(1.00),o:Gastranaerophilales(0.87),f:uncultured bacterium(0.69)	2
FrozenWWsample	k:Bacteria(1.00),p:Deinococcota(1.00),c:Deinococci(1.00),o:Thermales(1.00),f:Thermaceae(1.00),g:Meiothermus(1.00),s:uncultured organism(1.00)	2
FrozenWWsample	k:Bacteria(1.00),p:Desulfobacterota(0.58),c:Desulfobulbia(0.57),o:Desulfobulbales(0.57),f:Desulfobulbaceae(0.57),g:Desulfobulbus(0.57),s:uncultured bacterium(0.87)	2
FrozenWWsample	k:Bacteria(1.00),p:Desulfobacterota(0.93),c:Desulfobulbia(0.93),o:Desulfobulbales(0.93),f:Desulfobulbaceae(0.91),g:Desulfobulbus(0.90),s:uncultured bacterium(0.77)	2
FrozenWWsample	k:Bacteria(1.00),p:Desulfobacterota(0.94),c:Desulfuromonadia(0.94),o:Geobacterales(0.94),f:Geobacteraceae(0.93),g:Geobacter(0.83),s:uncultured delta proteobacterium(0.05)	2
FrozenWWsample	k:Bacteria(1.00),p:Desulfobacterota(0.97),c:Desulfobulbia(0.95),o:Desulfobulbales(0.95),f:Desulfobulbaceae(0.92),g:Desulfobulbus(0.88),s:uncultured bacterium(0.83)	2
FrozenWWsample	k:Bacteria(1.00),p:Desulfobacterota(0.97),c:Desulfuromonadia(0.95),o:Geobacterales(0.91),f:Geobacteraceae(0.91),g:Geobacter(0.84),s:uncultured bacterium(0.88)	2
FrozenWWsample	k:Bacteria(1.00),p:Desulfobacterota(1.00),c:Desulfobulbia(1.00),o:Desulfobulbales(1.00),f:Desulfobulbaceae(0.98),g:Desulfobulbus(0.93),s:uncultured bacterium(0.68)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.24),c:Clostridia(0.24),o:Lachnospirales(0.21),f:Lachnospiraceae(0.21),g:Lachnospiraceae UCG-004(0.03),s:uncultured bacterium(0.85)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.33),c:Clostridia(0.31),o:Oscillospirales(0.29),f:Oscillospiraceae(0.27),g:UCG-002(0.23),s:uncultured bacterium(0.88)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.38),c:Clostridia(0.38),o:Peptostreptococcales-Tissierellales(0.38),f:Family XI(0.38),g:Anaerococcus(0.38),s:uncultured bacterium(0.86)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.41),c:Negativicutes(0.25),o:Acidaminococcales(0.25),f:Acidaminococcaceae(0.25),g:Phascolarctobacterium(0.25),s:uncultured organism(0.01)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.52),c:Clostridia(0.30),o:Oscillospirales(0.25),f:Ruminococcaceae(0.06),g:Candidatus Soleaferrea(0.01),s:uncultured Clostridiales bacterium(0.01)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.57),c:Negativicutes(0.33),o:Acidaminococcales(0.33),f:Acidaminococcaceae(0.33),g:Phascolarctobacterium(0.33),s:uncultured bacterium(0.73)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.58),c:Clostridia(0.58),o:Clostridia UCG-014(0.01),f:uncultured bacterium(0.01)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.59),c:Clostridia(0.59),o:Lachnospirales(0.13),f:Lachnospiraceae(0.13),g:[Eubacterium] hallii group(0.03),s:uncultured bacterium(0.81)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.61),c:Clostridia(0.61),o:Lachnospirales(0.59),f:Lachnospiraceae(0.59),g:Agathobacter(0.27),s:uncultured bacterium(0.56)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.65),c:Clostridia(0.65),o:Oscillospirales(0.65),f:UCG-010(0.49),g:uncultured bacterium(0.41)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.66),c:Clostridia(0.66),o:Lachnospirales(0.65),f:Lachnospiraceae(0.65),g:Dorea(0.45),s:uncultured bacterium(0.93)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.67),c:Clostridia(0.67),o:Clostridia UCG-014(0.36),f:uncultured bacterium(0.33)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.69),c:Clostridia(0.68),o:Lachnospirales(0.53),f:Lachnospiraceae(0.53),g:Blautia(0.10),s:uncultured bacterium(0.67)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.70),c:Clostridia(0.70),o:Oscillospirales(0.66),f:Oscillospiraceae(0.64),g:NK4A214 group(0.63),s:uncultured bacterium(0.84)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.71),c:Clostridia(0.70),o:Lachnospirales(0.12),f:Lachnospiraceae(0.12),g:[Eubacterium] eligens group(0.03),s:uncultured bacterium(0.69)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.71),c:Clostridia(0.71),o:Lachnospirales(0.70),f:Lachnospiraceae(0.70),g:Roseburia(0.39),s:uncultured bacterium(0.67)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.72),c:Clostridia(0.72),o:Oscillospirales(0.61),f:Oscillospiraceae(0.40),g:UCG-002(0.20),s:uncultured bacterium(0.81)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.73),c:Clostridia(0.71),o:Clostridia vadinBB60 group(0.32),f:uncultured bacterium(0.31)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.78),c:Clostridia(0.77),o:Lachnospirales(0.19),f:Lachnospiraceae(0.19),g:[Eubacterium] oxidoreducens group(0.15),s:uncultured organism(0.08)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.78),c:Clostridia(0.78),o:Oscillospirales(0.70),f:Oscillospiraceae(0.68),g:NK4A214 group(0.68),s:uncultured Ruminococcaceae bacterium(0.14)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.82),c:Clostridia(0.82),o:Oscillospirales(0.81),f:Oscillospiraceae(0.76),g:uncultured(0.32),s:uncultured bacterium(0.77)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.83),c:Clostridia(0.80),o:Oscillospirales(0.75),f:UCG-010(0.05),g:uncultured bacterium(0.07)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.84),c:Clostridia(0.84),o:Lachnospirales(0.83),f:Lachnospiraceae(0.83),g:Agathobacter(0.44),s:uncultured bacterium(0.98)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.86),c:Clostridia(0.86),o:Clostridia UCG-014(0.86),f:uncultured bacterium(0.86)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.86),c:Clostridia(0.86),o:Oscillospirales(0.86),f:UCG-010(0.86),g:uncultured bacterium(0.86)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.87),c:Clostridia(0.87),o:Oscillospirales(0.78),f:UCG-010(0.37),g:uncultured bacterium(0.24)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.87),c:Clostridia(0.87),o:Oscillospirales(0.85),f:Oscillospiraceae(0.85),g:NK4A214 group(0.84),s:uncultured bacterium(0.82)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.88),c:Clostridia(0.88),o:Lachnospirales(0.86),f:Lachnospiraceae(0.86),g:Lachnospiraceae FCS020 group(0.75),s:uncultured bacterium(0.92)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.89),c:Negativicutes(0.87),o:Acidaminococcales(0.87),f:Acidaminococcaceae(0.87),g:uncultured(0.75),s:uncultured Firmicutes bacterium(0.46)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.91),c:Bacilli(0.91),o:Erysipelotrichales(0.91),f:Erysipelotrichaceae(0.91),g:Erysipelothrix(0.91),s:uncultured bacterium(0.80)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.91),c:Clostridia(0.91),o:Oscillospirales(0.72),f:Oscillospiraceae(0.64),g:Colidextribacter(0.45),s:uncultured bacterium(0.92)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.91),c:Clostridia(0.91),o:Oscillospirales(0.88),f:Oscillospiraceae(0.49),g:UCG-002(0.41),s:uncultured bacterium(0.68)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.91),c:Clostridia(0.91),o:Oscillospirales(0.90),f:UCG-010(0.87),g:uncultured bacterium(0.75)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.92),c:Bacilli(0.92),o:Lactobacillales(0.92),f:Streptococcaceae(0.91),g:Streptococcus(0.91),s:Streptococcus sp. canine oral taxon 297(0.12)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.92),c:Clostridia(0.62),o:Clostridia UCG-014(0.40),f:uncultured bacterium(0.38)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.92),c:Clostridia(0.90),o:Oscillospirales(0.74),f:Oscillospiraceae(0.66),g:UCG-002(0.50),s:uncultured bacterium(0.78)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.92),c:Clostridia(0.92),o:Oscillospirales(0.90),f:Oscillospiraceae(0.66),g:UCG-002(0.56),s:uncultured bacterium(0.85)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.93),c:Bacilli(0.92),o:Erysipelotrichales(0.92),f:Erysipelotrichaceae(0.92),g:Erysipelothrix(0.92),s:Erysipelothrix rhusiopathiae(0.38)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.93),c:Clostridia(0.93),o:Clostridia UCG-014(0.82),f:uncultured bacterium(0.88)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.93),c:Clostridia(0.93),o:Clostridia vadinBB60 group(0.77),f:uncultured bacterium(0.76)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.93),c:Negativicutes(0.93),o:Acidaminococcales(0.93),f:Acidaminococcaceae(0.93),g:Phascolarctobacterium(0.93),s:Ruminococcus sp. N15.MGS-57(0.51)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.94),c:Clostridia(0.94),o:Eubacteriales(0.92),f:Eubacteriaceae(0.92),g:Acetobacterium(0.92),s:uncultured Acetobacterium sp.(0.25)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.95),c:Clostridia(0.94),o:Oscillospirales(0.94),f:UCG-010(0.94),g:uncultured bacterium(0.95)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.95),c:Clostridia(0.95),o:Oscillospirales(0.93),f:Oscillospiraceae(0.90),g:uncultured(0.72),s:uncultured bacterium(0.88)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.95),c:Negativicutes(0.78),o:Acidaminococcales(0.77),f:Acidaminococcaceae(0.77),g:uncultured(0.67),s:uncultured bacterium(0.45)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.96),c:Bacilli(0.93),o:Izemoplasmatales(0.93),f:uncultured bacterium(0.75)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.96),c:Bacilli(0.93),o:Izemoplasmatales(0.93),f:uncultured bacterium(0.93)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.97),c:Bacilli(0.06),o:Paenibacillales(0.02),f:Paenibacillaceae(0.02),g:Cohnella(0.01),s:Cohnella laeviribosi(0.01)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.97),c:Clostridia(0.97),o:Clostridia UCG-014(0.96),f:uncultured bacterium(0.95)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.97),c:Clostridia(0.97),o:Lachnospirales(0.95),f:Lachnospiraceae(0.95),g:Agathobacter(0.20),s:uncultured organism(0.11)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.97),c:Clostridia(0.97),o:Oscillospirales(0.94),f:Oscillospiraceae(0.85),g:UCG-002(0.82),s:uncultured bacterium(0.93)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.97),c:Clostridia(0.97),o:Oscillospirales(0.96),f:Oscillospiraceae(0.96),g:NK4A214 group(0.95),s:uncultured bacterium(0.90)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.97),c:Negativicutes(0.97),o:Veillonellales-Selenomonadales(0.97),f:Veillonellaceae(0.97),g:Dialister(0.97),s:uncultured bacterium(1.00)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.98),c:Bacilli(0.98),o:Izemoplasmatales(0.90),f:uncultured bacterium(0.82)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.98),c:Clostridia(0.97),o:Oscillospirales(0.69),f:Oscillospiraceae(0.53),g:UCG-005(0.49),s:uncultured bacterium(0.78)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.98),c:Clostridia(0.98),o:Lachnospirales(0.33),f:Lachnospiraceae(0.33),g:uncultured(0.29),s:uncultured bacterium(0.92)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.98),c:Clostridia(0.98),o:Lachnospirales(0.98),f:Lachnospiraceae(0.98),g:Fusicatenibacter(0.11),s:uncultured bacterium(0.79)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.98),c:Clostridia(0.98),o:Peptostreptococcales-Tissierellales(0.98),f:Peptostreptococcaceae(0.98),g:Acetoanaerobium(0.48),s:uncultured bacterium(0.47)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.98),c:Negativicutes(0.97),o:Acidaminococcales(0.97),f:Acidaminococcaceae(0.97),g:Phascolarctobacterium(0.97),s:uncultured bacterium(0.59)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Bacilli(0.99),o:Lactobacillales(0.99),f:Streptococcaceae(0.99),g:Streptococcus(0.77),s:Streptococcus equinus(0.33)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Clostridia(0.96),o:Lachnospirales(0.94),f:Lachnospiraceae(0.94),g:Lachnoclostridium(0.20),s:uncultured bacterium(0.96)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Clostridia(0.99),o:Clostridia vadinBB60 group(0.99),f:uncultured bacterium(0.98)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Clostridia(0.99),o:Lachnospirales(0.95),f:Lachnospiraceae(0.95),g:Agathobacter(0.38),s:uncultured bacterium(0.99)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Clostridia(0.99),o:Oscillospirales(0.62),f:Ruminococcaceae(0.61),g:Ruminococcus(0.61),s:uncultured bacterium(0.97)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Clostridia(0.99),o:Oscillospirales(0.99),f:Oscillospiraceae(0.94),g:UCG-002(0.88),s:uncultured bacterium(0.99)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Clostridia(0.99),o:Oscillospirales(0.99),f:UCG-010(0.88),g:uncultured bacterium(0.87)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Clostridia(0.99),o:Peptococcales(0.97),f:Peptococcaceae(0.97),g:Peptococcus(0.97),s:uncultured bacterium(0.89)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Negativicutes(0.99),o:Acidaminococcales(0.99),f:Acidaminococcaceae(0.99),g:Phascolarctobacterium(0.99),s:Ruminococcus sp. N15.MGS-57(0.23)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(0.99),c:Negativicutes(0.99),o:Acidaminococcales(0.99),f:Acidaminococcaceae(0.99),g:Phascolarctobacterium(0.99),s:uncultured bacterium(0.70)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Bacilli(0.52),o:Lactobacillales(0.43),f:Aerococcaceae(0.42),g:Abiotrophia(0.41),s:unidentified(0.34)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Bacilli(0.87),o:Erysipelotrichales(0.87),f:Erysipelotrichaceae(0.87),g:Erysipelothrix(0.87),s:Erysipelothrix rhusiopathiae(0.28)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Bacilli(0.92),o:Lactobacillales(0.92),f:Streptococcaceae(0.90),g:Streptococcus(0.90),s:uncultured bacterium(0.32)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Bacilli(1.00),o:Erysipelotrichales(1.00),f:Erysipelotrichaceae(1.00),g:Erysipelothrix(0.99),s:uncultured bacterium(0.83)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Bacilli(1.00),o:Lactobacillales(1.00),f:Streptococcaceae(1.00),g:Streptococcus(0.85),s:Streptococcus equinus(0.75)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.85),o:Oscillospirales(0.75),f:Oscillospiraceae(0.68),g:NK4A214 group(0.67),s:uncultured bacterium(0.87)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.85),o:Oscillospirales(0.83),f:Oscillospiraceae(0.79),g:NK4A214 group(0.74),s:uncultured bacterium(0.96)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.89),o:Peptococcales(0.88),f:Peptococcaceae(0.88),g:Peptococcus(0.87),s:uncultured organism(0.44)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.91),o:Clostridia vadinBB60 group(0.88),f:uncultured bacterium(0.86)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.95),o:Lachnospirales(0.95),f:Lachnospiraceae(0.95),g:Agathobacter(0.57),s:uncultured bacterium(1.00)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.96),o:Clostridia vadinBB60 group(0.85),f:uncultured bacterium(0.78)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.96),o:Lachnospirales(0.94),f:Lachnospiraceae(0.94),g:uncultured(0.10),s:uncultured bacterium(0.95)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.98),o:Clostridia vadinBB60 group(0.32),f:uncultured bacterium(0.30)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.98),o:Lachnospirales(0.63),f:Lachnospiraceae(0.63),g:Anaerostipes(0.54),s:uncultured bacterium(0.98)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.99),o:Lachnospirales(0.73),f:Lachnospiraceae(0.73),g:Agathobacter(0.28),s:uncultured bacterium(0.94)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(0.99),o:Oscillospirales(0.93),f:Oscillospiraceae(0.74),g:UCG-002(0.58),s:uncultured bacterium(0.82)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Christensenellales(1.00),f:Christensenellaceae(1.00),g:Christensenellaceae R-7 group(1.00),s:uncultured bacterium(0.99)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Clostridia UCG-014(0.01),f:uncultured bacterium(0.01)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Clostridia vadinBB60 group(0.89),f:uncultured bacterium(0.87)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(0.88),f:Lachnospiraceae(0.88),g:Dorea(0.70),s:uncultured bacterium(0.97)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(0.89),f:Lachnospiraceae(0.89),g:Roseburia(0.63),s:uncultured bacterium(0.98)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(0.95),f:Lachnospiraceae(0.95),g:Dorea(0.72),s:uncultured bacterium(0.96)	2
FrozenWWsample	k:Bacteria(1.00),p:Firmicutes(1.00),c:Clostridia(1.00),o:Lachnospirales(0.97),f:Lachnospiraceae(0.97),g:Lachnospiraceae ND3007 group(0.81),s:uncultured bacterium(0.92)	2
